ano_implantacao;referencia;nome;bairro;local;rpa;quantidade;vagas;latitude;longitude 
2024;P279;Praça Paulo Bernardo ;Rosarinho;Rua Regueira Costa, s/n - Rosarinho;2;5;10;-8.03233; -34.89842 
2024;P280;Praça Canavial ;Dois Unidos ;Rua Canavial, S/N, Dois Unidos;2;5;10;-8.00087; -34.90162 
2024;P281;USF/ Praça Alto do Capitão;Dois Unidos ;Rua Tupiraçaba, s/n – Dois Unidos;2;5;10;-7.99982; -34.91387 
2024;P282;Escola Estadual Prof. José dos Anjos;Dois Unidos ;Av. Hildebrando de Vasconcelos, nº 2758 – Dois Unidos;2;5;10;-7.98907; -34.91666 
2024;P283;Praça do Fundão ;Fundão ;Av. Beberibe, S/N, Fundão;2;5;10;-8.01403; -34.88946 
2024;P284;Praça USF Irmã Terezinha;Campina de Barreto;Rua Passarela, S/N, Campina de Barreto;2;5;10;-8.02039; -34.87792 
2024;P285;Praça André Antunes;Cajueiro ;Rua Tem. Vanderlei, S/N, Cajueiro ;2;5;10;-8.01287; -34.88304 
2024;P286;Praça na Rua Alice Tibiriçá;Cajueiro ;Rua Alice Tibiriçá, S/N – Cajueiro ;2;5;10;-8.00985; -34.88267 
2024;P287;Praça Amaro Albino Pimentel ;Tamarineira ;Rua Eng. Agamenon Magalhães, s/n – Tamarineira ;3;5;10;-8.03007; -34.89795 
2024;P288;Praça Marcos Bocoiô;Tamarineira ;Rua Alfredo Osório, s/n - Tamarineira;3;5;10;-8.02925; -34.90648 
2024;P289;Mercado da Encruzilhada ;Encruzilhada ;Rua Carlos Borromeu, S/N - Encruzilhada ;2;5;10;-8.03649; -34.89238 
2024;P290;Largo Bomba do Hemetério;Bomba do Hemetério ;Rua Chã de Alegria, 299 – Bomba do Hemetério;2;5;10;-8.02027; -34.9033 
2024;P291;Centro de Saúde Dr. Luiz Wilson;Bomba do Hemetério ;Rua Chã de Alegria, s/n – Bomba do Hemetério ;2;5;10;-8.021; -34.90421 
2024;P292;Praça Sr. Bartolomeu ;Macaxeira;Rua Antônio Batista de Souza - Macaxeira;3;5;10;-8.01779; -34.93282 
2024;P293;Canteiro Central da Avenida José Américo ;Macaxeira;Av. José Américo de Almeida - Macaxeira;3;5;10;-8.01004; -34.93122 
2024;P294;Escola Municipal da Mangabeira;Mangabeira;Rua Nicéas Arco-Verde Gusmão, 287 – Mangabeira;3;5;10;-8.02397; -34.90072 
2024;P295;Praça Vagner Love;Poço da Panela ;Rua Monsenhor Lôbo – Poço da Panela ;3;5;10;-8.03723; -34.92247 
2024;P296;Praça Compositor Antônio Maria ;Santana ;Rua Nestor Silva,  s/n - Santana;3;5;10;-8.04017; -34.91384 
2024;P297;Praça Everaldo Bidou Lambbe;Santana ;Rua Afonso de Albuquerque Melo - Santana;3;5;10;-8.03809; -34.91111 
2024;P298;Praça Flor de Santana;Santana ;Rua Sant’anna, 1057 - Santana;3;5;10;-8.03804; -34.91793 
2024;P299;Praça Elvira de Souza;Graças;Rua Senador Alberto Paiva, 98 - Graças;3;5;10;-8.04382; -34.90148 
2024;P300;Praça Marcelino Champagnat;Graças;Rua Paulino Gomes de Souza, s/n - Graças;3;5;10;-8.04182; -34.90054 
2024;P301;Mercado da Encruzilhada (Belém);Encruzilhada ;Rua Amaro Coutinho, S/N - Encruzilhada;2;5;10;-8.04182; -34.90054 
2024;P302;Praça Otávio de Freitas;Derby;Rua Jener Souza, s/n - Derby;3;5;10;-8.05796; -34.90058 
2024;P303;Praça Jorn. Francisco Pessoa de Queiroz;Parnamirim ;Praça Jorn. Francisco Pessoa de Queirós Jr - Parnamirim;3;5;10;-8.03702; -34.91399 
2024;P304;Praça do Monteiro ;Parnamirim ;Avenida Dezessete de Agosto, s/n - Parnamirim;3;5;10;-8.02789; -34.92838 
2024;P305;Quadra do Vasco ;Vasco da Gama ;Rua Catingua, s/n – Vasco da Gama;3;5;10;-8.01257; -34.92122 
2024;P306;Praça Deputado Fabio Correa;Alto José do Pinho;Praça Deputado Fabio Correa;3;5;10;-8.02237; -34.90633 
2024;P307;Calçada da Av. João de Barros ;Encruzilhada ;Av. João de Barros, 1858 - Encruzilhada;2;5;10;-8.03832; -34.89194 
2024;P307;Calçada da Av. João de Barros ;Encruzilhada ;Av. João de Barros, 1858 - Encruzilhada;2;5;10;-8.03832; -34.89194 
2024;P308;Praça Desenhista Eulino Santos;Arruda;Rua Desenhista Eulino Santos, S/N - Arruda;2;5;10;-8.02278; -34.88309 
2024;P309;Praça Josélia;Nova Descoberta;Avenida Josélia nº 234 - Nova Descoberta;3;5;10;-8.00283; -34.92669 
2024;P310;USF Prof. Antônio Francisco Areias;Campo Grande;Av. Prof. José dos Anjos, 506 - Campo Grande;2;5;10;-8.02185; -34.8771 
2024;P311;Campo Campina de Barreto;Campina de Barreto;Rua Cel. Mário Libório – Campina do Barreto;2;5;10;-8.01667; -34.88142 
2024;P312;Praça de Vinte de Julho;Campo Grande;Rua Cirilino Afonso de Melo, s/n -  Campo Grande.;2;5;10;-8.02558; -34.87912 
2024;P313;Academia da Cidade Polo Torreão;Torreão;Av. Gov. Agamenon Magalhães - Torreão;2;5;10;-8.04122; -34.88314 
2024;P314;Praça Castro Alves;Torreão;Av. Norte, s/n -Torreão;2;5;10;-8.03981; -34.88713 
2024;P315;Praça Josenildo Lins;Casa Amarela ;Rua Arnoldo Magalhães, s/n - Casa Amarela;3;5;10;-8.02666; -34.90936 
2024;P316;Secretaria Executiva de Vigilência em Saúde SEVS;Santo Amaro;Av. Visconde de Suassuna, 658 – Santo Amaro;1;5;10;-8.0515; -34.88703 
2024;P317;Praça do Hipódromo;Hipódromo ;Rua Fonseca Oliveira, s/n - Hipódromo;2;5;10;-8.03196; -34.88647 
2024;P318;Parque de Apipucos;Apipucos;Rua Apipucos, S/N – Apipucos;3;5;10;-8.02162; -34.93318 
2024;P319;Praça de Apipucos ;Apipucos;Rua Apipucos, S/N – Apipucos;3;5;10;-8.02109; -34.93407 
2024;P320;Escola Embaixador Gilberto Amado ;Hipódromo ;Rua Gáspar Regueira, SNº - Hipódromo;2;5;10;-8.03271; -34.8877 
2024;P321;Praça Maria da Conceição de Barros ;Porto da Madeira;Avenida Aníbal Benévolo, na praça - Porto da Madeira;2;5;10;-8.0082; -34.89415 
2024;P322;Praça Newton Vaz;Arruda;Rua Ramiz Galvão, S/N – Arruda;2;5;10;-8.02513; -34.89392 
2024;P323;Praça Maria José dos Santos ;Água Fria ;Rua Exp Jamil Dágle, 146- Água Fria;2;5;10;-8.0342; -34.91154 
2024;P324;Praça Dr. José Vilela 01;Parnamirim ;Avenida Dezessete de Agosto, Parnamirim;3;5;10;-8.03761; -34.91029 
2024;P325;Praça Dr. José Vilela 02;Parnamirim ;: Avenida Dezessete de Agosto, s/n - Parnamirim;3;5;10;-8.0342; -34.91154 
2024;P326;Quadra do Viaduto João Tude Melo ;Santana ;Rua Dr. João Santos Filho, S/N-  Santana;3;5;10;-8.03761; -34.91029 
2024;P327;Praça Augusto Rodrigues;Torreão;Rua Augusto Rodrigues , 174  - Torreão ;2;5;10;-8.03925; -34.88512 
2024;P328;Campo de Concentração de Treinamento de Futebol Internacional do Brasil;Vasco da Gama ;Rua Frei Martinho, s/n – Vasco da Gama ;3;5;10;-8.01031; -34.92224 
2024;P329;Praça de Campo Grande ;Campo Grande;Estrada de Belém, s/n – Campo Grande;2;5;10;-8.03243; -34.87733 
2024;P330;Estádio do Arruda;Arruda;Rua das Moças, s/n – Arruda;2;5;10;-8.02613; -34.89272 
2024;P331;Praça Paulo Freire;Torre ;Rua Antônio Rabelo, s/n – Torre;4;5;10;-8.04986; -34.90499 
2024;P332;Praça Domingos Giovanetti;Torre;Avenida Beira Rio, s/n – Torre;4;5;10;-8.04738; -34.90433 
2024;P333;Praça José da Mota Silveira;Madalena ;Rua Arlindo Gouveia, s/n – Madalena ;4;5;10;-8.05631; -34.9038 
2024;P334;Praça Gregório Bezerra;Torre;Rua Cantora Clara Nunes, s/n – Torre;4;5;10;-8.04478; -34.91533 
2024;P335;Praça Batista da Silva;Torre;Rua José Bonifácio, s/n – Torre;4;5;10;-8.04247; -34.90833 
2024;P336;Praça Dom José Pereira Alves;Cordeiro;Rua Dom José Pereira Alves, s/n – Cordeiro;4;5;10;-8.04924; -34.92534 
2024;P337;Praça Áureo Xavier ;Cordeiro;Rua Áureo Xavier, s/n – Cordeiro;4;5;10;-8.05005; -34.92689 
2024;P338;COMPAZ Escritor Ariano Suassuna;Cordeiro;Avenida General San Martin, 1208, s/n – Cordeiro;4;5;10;-8.05956; -34.92603 
2024;P339;COMPAZ Escritor Ariano Suassuna;Cordeiro;Avenida General San Martin, 1208, s/n – Cordeiro;4;5;10;-8.06; -34.92605 
2024;P340;COMPAZ Escritor Ariano Suassuna;Cordeiro;Avenida General San Martin, 1208, s/n – Cordeiro;4;5;10;-8.05994; -34.92624 
2024;P341;Praça da Fé;Cordeiro;4º Travessa Alexandre de Gusmão, s/n – Cordeiro;4;5;10;-8.05624; -34.92732 
2024;P342;Praça da Paz Arcebispo Dom Helder Câmara;Torrões;Rua Dr. Domingos de Abreu Vasconcelos, S/N - Torrões;4;5;10;-8.0669; -34.93337 
2024;P343;Praça Luiz Gonzaga ;San Martin ;Rua Leila Félix Karam, S/N – San Martin;5;3;6;-8.06513; -34.93201 
2024;P343;Praça Luiz Gonzaga ;San Martin ;Rua Leila Félix Karam, S/N – San Martin;5;2;4;-8.06513; -34.93201 
2024;P344;Praça da Chesf;Torrões;Av. Eng. Abdias de Carvalho, S/N – Torrões;4;5;10;-8.06279; -34.93102 
2024;P345;Praça do Berardo ;Madalena ;Rua João Crescêncio, 438 - Madalena;4;5;10;-8.05658; -34.91251 
2024;P346;Praça Professor Coelho de Almeida;Iputinga;Rua Prof. Coelho de Almeida, S/N - Iputinga;4;5;10;-8.04539; -34.93144 
2024;P347;Praça Cordislândia ;Iputinga;Rua Cordislândia, S/N – Iputinga;4;5;10;-8.03966; -34.93494 
2024;P348;Praça Nova Esperança ;Iputinga;Rua Sobral, S/N - Iputinga;4;5;10;-8.03091; -34.93258 
2024;P349;Praça Luiz de Lacerda;Iputinga;Av. Historiador Jordão Emerenciano , S/N - Iputinga;4;5;10;-8.03623; -34.94334 
2024;P350;Escola Professor Leal de Barros;Engenho do Meio;Rua Antônio Borges Uchoa, s/n – Engenho do Meio;4;5;10;-8.05617; -34.94397 
2024;P351;Praça Cosme Viana ;Afogados ;Rua Cosme Viana, s/n – Afogados;5;5;10;-8.06553; -34.9089 
2024;P352;Praça Estevão Sá;Várzea;Rua Caxangá Ágape s/n – Várzea ;4;5;10;-8.03637; -34.94715 
2024;P353;Praça do Bom Pastor;Iputinga;Praça do Bom Pastor, s/n – Iputinga;4;5;10;-8.04815; -34.94021 
2024;P354;Ascendino Neves ;Torre;Rua Ascendino Neves, 30 – Torre;4;5;10;-8.04109; -34.90799 
2024;P355;Praça do Rosário ;Várzea;Rua Francisco Lacerda, S/N - Várzea, ;4;5;10;-8.05062; -34.95838 
2024;P356;Melhor Cantinho da Cidade ;Várzea;Rua Francisco Lacerda, S/N - Várzea;4;5;10;-8.05024; -34.95816 
2024;P357;Praça Pinto Damásio ;Várzea;Av. Afonso Olindense, S/N - Várzea ;4;5;10;-8.04872; -34.95942 
2024;P358;Praça da Várzea;Várzea;Av. Afonso Olindense, S/N – Várzea;4;5;10;-8.04886; -34.95942 
2024;P359;Cemitério da Várzea ;Cidade Universitária ;Av. Prof. Artur de Sá, S/N - Cidade Universitária;4;5;10;-8.04632; -34.95295 
2024;P360;Reitoria UFPE;Cidade Universitária ;Av. Prof. Moraes Rego, 1235 - Cidade Universitária;4;5;10;-8.05223; -34.9457 
2024;P361;Restaurante Universitário (UFPE);Cidade Universitária ;Avenida Professor Paulo Freire, SN - Cidade Universitária;4;5;10;-8.05074; -34.95311 
2024;P362;Calçada do Sport Clube do Recife ;Cidade Universitária ;Rua Benfica, s/n – Ilha do Retiro;4;5;10;-8.06189; -34.90205 
2024;P363;Calçada do metrô de Afogados;Afogados ;Avenida Central, s/n – Afogados ;5;5;10;-8.07775; -34.90681 
2024;P364;Mercado de Afogados;Afogados ;Rua do Acre, s/n – Afogados;5;5;10;-8.07812; -34.90567 
2024;P365;Maternidade Professor Bandeira Filho;Afogados ;Rua Londrina, s/n – Afogados;5;5;10;-8.07908; -34.91115 
2024;P366;Escola Municipal Professor Antônio de Brito Alves;Mustardinha;Rua Ernesto Cavalcanti, 41 – Mustardinha;5;5;10;-8.07399; -34.9179 
2024;P367;T.I Largo da Paz;Afogados ;Avenida Sul, s/n – Afogados;5;5;10;-8.0813; -34.90484 
2024;P368;Hospital da Mulher (Administração);Estância ;Avenida Recife, 5629 – Estância;5;5;10;-8.07214; -34.94077 
2024;P369;Hospital da Mulher (Acesso Funcionários);Estância ;Avenida Recife, 5629 – Estância;5;5;10;-8.07099; -34.94103 
2024;P370;Hospital da Mulher (Emergência);Estância ;Avenida Recife, 5629 – Estância;5;5;10;-8.07167; -34.94057 
2024;P371;Praça do El Salvador;Jardim São Paulo;Rua Aguanil, S/N - Jardim São Paulo;5;5;10;-8.08056; -34.94012 
2024;P372;Praça de San Martin (Praça da Infância);San Martin ;Avenida San Martin, S/N - San Martin;5;5;10;-8.07108; -34.92882 
2024;P373;EREM Professora Helena Pugó;Bongi;Rua Quinze de Março, SN – Bongi;5;10;20;-8.06767; -34.93211 
2024;P374;Praça da Cavalaria 01;San Martin ;Avenida General San Martin, s/n – Bongi;5;5;10;-8.06557; -34.92705 
2024;P375;Praça da Cavalaria 02;San Martin ;Rua Apulcro de Assunção, s/n– Bongi;5;5;10;-8.06539; -34.92755 
2024;P376;Estação Tejipió;Afogados ;Estrada Particular Dr. José Rufino, S/N – Afogados ;5;5;10;-8.09053; -34.95663 
2024;P377;Escola Municipal Professora Maria da Paz Brandão Alves;Sancho;Rua da Felicidade, 51 – Sancho;5;5;10;-8.08243; -34.96149 
2024;P378;Hospital Otávio de Freitas;Tejipió;Rua Aprígio Guimarães, S/N - Tejipió;5;5;10;-8.0869; -34.9618 
2024;P379;Hospital Eduardo Campos da Pessoa Idosa ;Estância ;Avenida Recife, 810 – Estância;5;5;10;-8.10024; -34.92805 
2024;P380;Praça João Stanislau;Areias;Rua Hélio Almeida, S/N - Areias;5;5;10;-8.09724; -34.93564 
2024;P381;Campo de Areias;Areias;Rua Santa Joana D’arc, S/N – Areias;5;5;10;-8.10134; -34.93648 
2024;P382;Praça da Lavadeira ;Areias;Rua Palmares, s/n – Areias;5;5;10;-8.0946; -34.93671 
2024;P383;Mercado de Areias;Areias;Avenida Dr. José Rufino, 1122 – Areias;5;5;10;-8.09755; -34.93838 
2024;P384;Praça Nossa Senhora de Lourdes;Barro ;Rua Exp Sebastião Clementino, S/N - Barro;5;5;10;-8.0955; -34.94383 
2024;P385;Praça 4 de Outubro;Areias;Praça Fernando Galvão, 1 – Areias;5;5;10;-8.09536; -34.93898 
2024;P386;Praça Eduardo Cardoso;Areias;Rua Cap. Gregório de Albuquerque – Areias;5;5;10;-8.09648; -34.93143 
2024;P387;Praça São Braz ;Areias;Rua Cap. Manuel de Aguiar, S/N – Areias;5;5;10;-8.0943; -34.93167 
2024;P388;Praça José Cecílio de Lira;Areias;Rua Cap. Jerônimo Amaral, 142 - Areias;5;5;10;-8.09416; -34.93334 
2024;P389;Praça Manfredo Nigro;Areias;Rua Cap. Vicente Moutinho, 87 – Areias;5;5;10;-8.09342; -34.93251 
2024;P390;Praça Jornalista Anibal Fernandes ;Areias;Rua Cap. Estevão Fernandes, S/N – Areias;5;5;10;-8.09322; -34.93012 
2024;P391;Praça da Vitória ;Areias;Avenida Izabel de Góes, S/N – Areias;5;5;10;-8.09436; -34.93422 
2023;P392;Estação Afogados 01;Afogados;Na entrada da estação - próximo a Rua Mercado de Afogados;5;3;6;-8.07731; -34.90643 
2023;P393;Estação Afogados 02;Afogados;Mercado de afogados;5;2;4;-8.07771; -34.90645 
2023;P394;Praça do Bongi 01;Bongi;Terminal do Bongi -  Rua Doná Maria Augusta Nogueira;5;2;4;-8.06377; -34.92188 
2023;P394;Praça do Bongi 02;Bongi;Terminal do Bongi -  Rua Doná Maria Augusta Nogueira;5;3;6;-8.06377; -34.92188 
2023;P395;Praça Jardim América ;Ipsep;Rua Itacambira 81;6;5;10;-8.06403; -34.92199 
2023;P396;Academia da Cidade Polo Ilha do Leite;Ilha do Leite;Praça Miguel Cervantes, 35;1;5;10;-8.06659; -34.89341 
2023;P397;Escola Municipal Engenheiro Edinaldo Miranda de Oliveira;Encruzilhada;Rua Inácio Galvão dos Santos;2;5;10;-8.03467; -34.89255 
2023;P398;Praça dos Iburenses - Academia Recife;Cohab;Rua Rio Indaiá;6;5;10;-8.1175; -34.94701 
2023;P399;Praça Prof. Calazans;Madalena;Praça Prof. Calazans 215;4;5;10;-8.05054; -34.91022 
2023;P400;Praça João Pessoa de Queiroz;Torrões;Rua Dr. Aniceto Ribeiro Varejão, 273;4;5;10;-8.06736; -34.93278 
2023;P401;Praça Dom Miguel Valverde 01;Encruzilhada;Rua Inácio Galvão dos Santos, lado oposto ao nº196;2;3;6;-8.03541; -34.89258 
2023;P402;Praça Dom Miguel Valverde 02;Encruzilhada;Rua Inácio Galvão dos Santos, lado oposto ao nº264;2;3;6;-8.03583; -34.89248 
2023;P403;Praça Dom Miguel Valverde 03;Encruzilhada;Rua Amaro Coutinho, na calçada da praça.;2;3;6;-8.03568; -34.89277 
2023;P404;Praça dos Taxistas;Cohab;"Ladeira da cohab – lado oposto a Academia da cidade – Polo Praça da Vitória.
";6;3;6;-8.11842; -34.94622 
2023;P405;Praça Chora Menino;Paissandu;"Praça Chora Menino com a Rua Dona Benvinda – Lado Oposto a UNIMED (HUR I)
";1;3;6;-8.06033; -34.89503 
2023;P406;Academia da Cidade Polo Simão Borba;Estância;Rua Ernesto Nazareth, 456 – Vila Tamandaré;5;3;6;-8.09666; -34.92542 
2023;P407;Praça do Burity;Macaxeira; Av. Norte Miguel Arraes de Alencar, 7300;3;5;10;-8.01685; -34.9293 
2023;P408;CRAS Campina do Barreto;Campina do Barreto;Rua Cel. Mario Libório, 263-415;2;5;10;-8.0159; -34.88126 
2023;P419;Campo do Barro ;Ilha Joana Bezerra;Av. Martin Luther King, 368;1;5;10;-8.06888; -34.8994 
2023;P410;Simonesia;Iputinga;R. Francisco Gonçalves Ribeiro;4;3;6;-8.02898; -34.93269 
2024;P410;Simonesia;Iputinga;R. Francisco Gonçalves Ribeiro;4;2;4;-8.02898; -34.93269 
2023;P411;Dpt. Remo Do Sport Club Do Recife;Ilha do Retiro;Avenida Beira Rio, lado oposto ao Edf Ilha do Retiro 240;4;5;10;-8.05357; -34.9045 
2023;P412;Praça Eça de Queiroz;Madalena;Rua Pessoa de Melo, em frente ao lote 299 ;4;5;10;-8.05065; -34.90729 
2023;P413;Praça Maciel Pinheiro;Boa Vista;Rua Imperatriz Teresa Cristina, com esquina com a Rua do Hospício;1;5;10;-8.0626; -34.88514 
2023;P414;Mercado de Casa Amarela 04;Casa Amarela;Na entrada principal do mercado.;3;5;10;-8.02591; -34.91775 
2024;P415;TI CDU;Varzea;Avenida Caxangá, 4251;4;8;16;-8.03846; -34.94329 
2023;P416;Centro de Artesanado de Pernambuco;Recife;Av. Alfredo Lisboa - Proximo a entrado do centro, perto do Marco Zero;1;7;14;-8.06272; -34.87079 
2023;P417;TI Getulio Vargas 02;Cordeiro;Av. Getulio Vargas, proximo a entrada de Ônibus;4;10;20;-8.05028; -34.92171 
2023;P418;Parque das Graças 01;Graças;Próximo a Rua Amélia;3;6;12;-8.0454; -34.90291 
2023;P419;Parque das Graças 02;Graças;Próximo a Rua Osvaldo Salsa;3;5;10;-8.04956; -34.90365 
2023;P420;Parque das Graças 03;Graças;Proximo a Rua Anibal Falcão;3;10;20;-8.04801; -34.90278 
2023;P422;CMEI Prof. FRANCISCO do Amaral Lopes ;Santo Amaro;Avenida Gov. Agamenon Magalhães, 2351;1;5;10;-8.0449; -34.88858 
2023;P423;Buriti ;Macaxeira;Rua Ana - Praça Cel. Othon Bezerra de Melo (Terminal de Ônibus do Alto do Buritiy) Rua ;3;5;10;-8.01025; -34.9294 
2001;P424;Academia da Cidade Polo Chão de estrelas;Peixinhos;Avenida Prof. José dos Anjos 504 - Próximo a academia da cidade;2;5;10;-8.02031; -34.87586 
2022;P425;Acad. da cidade – Polo Cafezópolis;Imbiribeira;Rua Des. Agenor Ferreira de Lima – Lado oposto a escola;6;5;10;-8.09982; -34.90885 
2022;P426;Orla de Brasilia Teimosa (Buraco da Véia);Brasília Teimosa;Av. Brasilia Formosa - Buraco da Véia;6;5;10;-8.07995; -34.87659 
2023;P427;TI Caxangá;Várzea;Avenida Caxangá - Dentro do TI caxangá, proximo a entrada dos ônibus;4;3;6;-8.03122; -34.95484 
